"","LOCALE","HSI","ADM_RATE_ALL","PCIP10","PCIP15","PCIP22","PCIP23","PCIP26","PCIP29","PCIP42","PCIP51","PCIP52","CIP05CERT1","CIP12CERT1","CIP15BACHL","CIP39BACHL","CIP50BACHL","UGDS_UNKN","NPT41_PRIV","NPT4_048_PRIV","NUM4_PUB","INEXPFTE","AVGFACSAL","PFTFAC","C150_4_POOLED","C150_4_WHITE","C150_4_BLACK","C150_4_AIAN","C150_4_2MOR","C150_4_UNKN","RET_FT4","CDR3","WDRAW_2YR_TRANS_YR2_RT","MD_INC_UNKN_ORIG_YR2_RT","NOPELL_ENRL_4YR_TRANS_YR2_RT","NOT1STGEN_UNKN_ORIG_YR2_RT","ENRL_ORIG_YR3_RT","HI_INC_COMP_ORIG_YR3_RT","NOT1STGEN_WDRAW_ORIG_YR3_RT","COMP_4YR_TRANS_YR4_RT","COMP_2YR_TRANS_YR4_RT","MD_INC_COMP_ORIG_YR4_RT","NOPELL_WDRAW_ORIG_YR4_RT","FEMALE_COMP_4YR_TRANS_YR6_RT","MALE_COMP_4YR_TRANS_YR6_RT","WDRAW_2YR_TRANS_YR8_RT","MD_INC_COMP_4YR_TRANS_YR8_RT","MD_INC_WDRAW_ORIG_YR8_RT","PELL_COMP_4YR_TRANS_YR8_RT","FIRSTGEN_WDRAW_2YR_TRANS_YR8_RT","NOTFIRSTGEN_RPY_1YR_RT","IND_RPY_3YR_RT","NOTFIRSTGEN_RPY_5YR_RT","IND_RPY_7YR_RT","INC_PCT_LO","INC_PCT_M2","APPL_SCH_PCT_GE2","DEP_INC_AVG","IND_DEBT_MDN","GRAD_DEBT_MDN10YR","DEP_INC_N","IND_RPY_7YR_N","LN_MEDIAN_HH_INC","COUNT_WNE_INDEP1_P10","GRAD_DEBT_MDN10YR_SUPP","C150_4_POOLED_SUPP","D150_4_ASIAN","D150_4_AIAN","GRADS","OMACHT6_PTFT","OMAWDP6_PTFT","OMACHT8_PTFT","RET_FT4_POOLED","RET_FT4_POOLED_SUPP","C100_4_POOLED","C100_4_POOLED_SUPP","C150_4_PELL","D150_4_LOANNOPELL","C150_4_NOLOANNOPELL","OMENRAP8_FTNFT_POOLED_SUPP","OMENRUP8_PTNFT_POOLED_SUPP","POOLYRSOM_NOTFIRSTTIME","PLUS_DEBT_INST_NOCOMP_MD","DBRR1_FED_GRCOMP_NUM","DBRR1_FED_GRCOMP_DEN","DBRR1_FED_GRCOMP_RT","DBRR4_PP_UGNOCOMP_RT","DBRR10_PP_UG_N","BBRR1_FED_UG_FBR","BBRR1_FED_UG_PAIDINFULL","BBRR2_FED_UGUNK_N","BBRR2_FED_UG_DFR_SUPP","OTHEREXPENSE_OFF","ENDOWEND","OMAWDP8_PELL_PARTTIME","OMAWDP8_PELL_FTFT_POOLED","OMENRUP8_PELL_FTFT_POOLED","OMENRYP8_PELL_FTNFT_POOLED","OMAWDP8_PELL_FTT_POOLED","OMENRUP_PELL_FTT_POOLED","OMENRUP_PELL_PT_POOLED","OMAWDP8_PELL_PTNFT_POOLED_SUPP","OMENRUP_PELL_FTT_POOLED_SUPP","BBRR3_FED_UGUNK_N","MD_EARN_WNE_INC2_P10","STUFACR","IRPS_NRA","IRPS_UNKN","BBRR4_FED_UGUNK_N","ADM_RATE_SUPP","OMAWDP8_NOPELL_FIRSTTIME","Ranking"
"122","21",0,0.8695,0,0,0,0.0698,0.034,0,0.0501,0.0662,0.1163,"0","0","0","1","1",0.0063,15933,16760,210.8,15763,9491,0.7102,0.8793,0.8949,0.7895,1,0.8846,1,0.9007,0.005,0.029126213592,0.168461750898,0.100695222510593,0.081462974438,0.125,0.699588477366,0.114931482363424,0.041769041769,0.0299520537658571,0.836206896552,0.0843342752448696,0.102263554769342,0.116067203493447,0.0468862349664348,0.133694167046056,0.109594675492444,0.065656565657,0.0590409121584,0.8704819277,0.49545289743,0.84700622360339,0.57869048222,0.1578947368,0.1648199446,0.796398892,118864.45211,18139.987012987,246.488694170986,710,34.3255813953488,11.25,44.3,246.488694170986,0.8793,57,1,643,0,0,0,0.8985,0.8985,0.8055,0.8055,0.8926,163,0.8789,0.0859,0.294733333333333,2,23878,4382440,4245680,1.03221156563848,0.85092217051172,161,0.361052631578947,0.145263157894737,20,0.15128205128205,2050,502044363,0.428943037974684,0.8672,0.029,0,0.8672,0.029,0.358239130434783,0.532033333333333,0.029,29,62716,10,0.0135,0,29,0.8843,0.8761,59
"123","32",0,0.6849,0,0,0,0.0593,0.1165,0,0.0527,0.0352,0.0022,"0","0","0","0","1",0.0104,19503,18935,210.8,21772,9200,0.8464,0.8095,0.8848,0.8333,1,0.881,1,0.8865,0.01,0.0455377443321,0.168461750898,0.059523809524,0.081462974438,0.0729962283011695,0.717791411043,0.090361445783,0.046153846154,0.0299520537658571,0.771084337349,0.0843342752448696,0.079439252336,0.10843373494,0.034582132565,0.133694167046056,0.093457943925,0.086092715232,0.0590409121584,0.8261758691,0.49545289743,0.8638297872,0.57869048222,0.1696574225,0.1500815661,0.8352365416,102120.223994717,18139.987012987,286.244935166307,623.018867924528,34.3255813953488,11.1300001144409,44.3,286.244935166307,0.8095,19,2,143.478260869565,1,1,1,0.9059,0.9059,0.7671,0.7671,0.8679,85,0.8975,0.0816,0.294733333333333,2,23258,10814350.3617021,10339970.5957447,1.02234227386441,0.69518844371214,177,0.361052631578947,0.145263157894737,47,0.15408805031447,2100,692896381,0.428943037974684,0.8266,0.0282,0,0.8266,0.0282,0.358239130434783,0.532033333333333,0.0282,59,64920,8,0,0,60,0.658,0.875,46
"124","32",0,0.591,0,0,0,0.0606,0.1742,0,0.0455,0,0.1515,"0","0","1","0","1",0.0204,15262,15486,210.8,26519,7604,1,0.7381,0.6099,0.6875,0.75,0.8,0.8,0.8256,0.033,0.0455377443321,0.168461750898,0.168674698795,0.081462974438,0.042918454936,0.616161616162,0.114931482363424,0.08843537415,0.0299520537658571,0.566037735849,0.0843342752448696,0.114285714286,0.148148148148,0.0468862349664348,0.133694167046056,0.109594675492444,0.105777682876778,0.0590409121584,0.7392739274,0.49545289743,0.8178807947,0.57869048222,0.2553763441,0.1774193548,0.8924731183,102120.223994717,18139.987012987,249.011890266156,623.018867924528,12,11.039999961853,44.3,249.011890266156,0.7381,19,4,79,0,0.335272941176471,0,0.7799,0.7799,0.6557,0.6557,0.5921,72,0.7213,0.2791,0.294733333333333,2,14689,291579,295347,0.9872421253644,0.71499367180161,100,0.361052631578947,0.145263157894737,36,0.15561224489796,2350,380029047,0.428943037974684,0.5361,0.1145,0,0.5361,0.1145,0.358239130434783,0.532033333333333,0.1145,48,52305,8,0,0,48,0.7324,0.6823,92
"125","21",0,0.8151,0,0,0,0.0265,0.0559,0,0.0853,0.1853,0.1647,"0","0","0","0","1",0.017,12063,13044,210.8,14633,7619,0.7103,0.7467,0.8393,0.25,1,0.5,0.6667,0.853,0.012,0.0455377443321,0.168461750898,0.114457831325,0.081462974438,0.079646017699,0.620689655172,0.068965517241,0.111486486486,0.0299520537658571,0.719512195122,0.0843342752448696,0.102263554769342,0.116067203493447,0.0468862349664348,0.133694167046056,0.109594675492444,0.145299145299,0.0590409121584,0.8691983122,0.49545289743,0.8708414873,0.57869048222,0.1559934319,0.157635468,0.7931034483,102120.223994717,18139.987012987,286.244935166307,623.018867924528,34.3255813953488,11.1499996185302,44.3,286.244935166307,0.7467,8,0,143,0,0.335272941176471,0,0.8227,0.8227,0.6867,0.6867,0.7727,123,0.8084,0.2391,0.294733333333333,2,20000,2055260,2260853,0.90906396833407,0.71499367180161,185,0.361052631578947,0.145263157894737,55,0.12989323843416,2400,198707916,0.428943037974684,0.7562,0.0398,0,0.7562,0.0398,0.358239130434783,0.532033333333333,0.0398,70,57631,9,0.0423,0.0423,70,0.8389,0.7741,105
"126","32",0,0.6321,0,0,0,0.1017,0.0791,0,0.0508,0,0,"0","0","0","0","1",0.0115,16637,15912,210.8,17625,8967,0.9184,0.7933,0.7637,0.6667,1,0.625,1,0.8384,0.028,0.0455377443321,0.168461750898,0.100695222510593,0.081462974438,0.0729962283011695,0.766666666667,0.114931482363424,0.054644808743,0.0299520537658571,0.728658829825833,0.0843342752448696,0.102263554769342,0.116067203493447,0.0468862349664348,0.133694167046056,0.109594675492444,0.105769230769,0.0590409121584,0.6623376623,0.49545289743,0.7800829876,0.57869048222,0.1415929204,0.1681415929,0.8377581121,102120.223994717,18139.987012987,286.244935166307,623.018867924528,34.3255813953488,11.0699996948242,44.3,286.244935166307,0.7933,3,1,143.478260869565,0,0.335272941176471,0,0.8664,0.8664,0.76,0.76,0.6044,67,0.8438,0.0984311111111111,0.294733333333333,4,21326,10814350.3617021,10339970.5957447,1.02234227386441,0.71499367180161,105,0.361052631578947,0.145263157894737,37,0.1340206185567,1950,335881771,0.428943037974684,0.6646,0.0793,0,0.6646,0.0793,0.358239130434783,0.532033333333333,0.0793,43,63071,9,0,0,43,0.6149,0.7389,57
"127","33",0,0.1925,0,0,0,0.0596,0.1943,0,0.044,0,0,"0","0","0","0","1",0.0396,12835,13169,210.8,29667,11346,0.8327,0.876,0.8455,0.8696,1,0.9545,1,0.8061,0.003,0.0455377443321,0.168461750898,0.100695222510593,0.081462974438,0.0729962283011695,0.823529411765,0.114931482363424,0.0718237027245205,0.0299520537658571,0.830508474576,0.0843342752448696,0.102263554769342,0.116067203493447,0.0468862349664348,0.133694167046056,0.109594675492444,0.105777682876778,0.0590409121584,0.778250280692537,0.49545289743,0.84700622360339,0.57869048222,0.2186046512,0.1627906977,0.756330841805634,102120.223994717,18139.987012987,185.529124644828,623.018867924528,34.3255813953488,11.1000003814697,44.3,185.529124644828,0.876,36,0,143.478260869565,0,0.335272941176471,0,0.929,0.929,0.8292,0.8292,0.8764,135,0.8673,0.1778,0.294733333333333,4,25452.5915492958,10814350.3617021,10339970.5957447,1.02234227386441,0.71499367180161,74,0.361052631578947,0.145263157894737,19,0.15746421267894,1923.83290488432,2090750000,0.428943037974684,0.9016,0.0363,0.00231444444444444,0.9016,0.0363,0.358239130434783,0.532033333333333,0.0363,23,61551,8,0.0347,0.0149,23,0.1076,0.8493,13
"128","32",0,0.3296,0,0.0443,0,0.0416,0.072,0,0.0416,0.036,0.0609,"0","0","1","0","1",0.0056,4531,4812,210.8,16925,8209,0.8777,0.6375,0.6626,0.6143,0.75,0.6923,0.25,0.8741,0.12,0.035555555556,0.168461750898,0.100695222510593,0.081462974438,0.167848699764,0.743818144454466,0.114931482363424,0.032558139535,0.0299520537658571,0.728658829825833,0.0843342752448696,0.081081081081,0.05376344086,0.03933747412,0.133694167046056,0.109594675492444,0.105777682876778,0.0590409121584,0.6551724138,0.4705882353,0.6414141414,0.6326530612,0.598816568,0.1775147929,0.7715976331,28846.04261,2553,38.0705763771188,751,49,10.7200002670288,84,38.0705763771188,0.6375,5,0,143.478260869565,0,0.335272941176471,0,0.8291,0.8291,0.4793,0.4793,0.6557,3,0.7955,0.1932,0.294733333333333,2,25452.5915492958,10814350.3617021,10339970.5957447,1.02234227386441,0.71499367180161,12,0.361052631578947,0.145263157894737,16,0.16120218579235,2600,1222167100,0.428943037974684,0.668,0.1047,0,0.668,0.1047,0.358239130434783,0.532033333333333,0.1047,22,66251.0652173913,9,0.0205,0.0068,22,0.2458,0.8378,30
"129","32",0,0.7208,0,0,0,0.0367,0.1158,0,0.1497,0,0,"0","0","0","0","1",0.0195,12302,13013,210.8,19085,8297,0.932,0.8656,0.848,0.9231,1,0.8182,0,0.893,0.018,0.0455377443321,0.168461750898,0.100695222510593,0.081462974438,0.0729962283011695,0.825757575758,0.114931482363424,0.064676616915,0.0299520537658571,0.728658829825833,0.0843342752448696,0.102263554769342,0.116067203493447,0.0468862349664348,0.133694167046056,0.109594675492444,0.105777682876778,0.0590409121584,0.816091954,0.49545289743,0.8780487805,0.57869048222,0.1893203883,0.1577669903,0.8640776699,102120.223994717,18139.987012987,286.244935166307,623.018867924528,34.3255813953488,11,44.3,286.244935166307,0.8656,21,0,143.478260869565,0,1,0,0.8916,0.8916,0.8489,0.8489,0.7049,87,0.8655,0.0909,0.294733333333333,4,25750,10814350.3617021,10339970.5957447,1.02234227386441,0.71499367180161,106,0.361052631578947,0.145263157894737,32,0.10649350649351,1590,327202228,0.428943037974684,0.7667,0.05,0,0.7667,0.05,0.358239130434783,0.532033333333333,0.05,27,62946,10,0,0.0076,27,0.6285,0.8142,59
"130","13",0,0.141,0,0,0,0.0626,0.1145,0,0.121,0,0,"0","0","0","0","1",0.0043,4140,4825,210.8,22811,11132,0.8959,0.921,0.9157,0.9524,1,0.9583,1,0.8976,0.015,0.0455377443321,0.168461750898,0.100695222510593,0.081462974438,0.0729962283011695,0.743818144454466,0.114931482363424,0.0718237027245205,0.0299520537658571,0.728658829825833,0.0843342752448696,0.102263554769342,0.116067203493447,0.0468862349664348,0.133694167046056,0.109594675492444,0.105777682876778,0.0590409121584,0.778250280692537,0.49545289743,0.84700622360339,0.57869048222,0.1538461538,0.1672240803,0.756330841805634,102120.223994717,18139.987012987,151.338757388853,623.018867924528,34.3255813953488,11.1899995803833,44.3,151.338757388853,0.921,17,0,143.478260869565,0,0.335272941176471,0,0.9243,0.9243,0.8815,0.8815,0.9778,47,0.9148,0.0278,0.294733333333333,4,25452.5915492958,10814350.3617021,10339970.5957447,1.02234227386441,0.71499367180161,102,0.361052631578947,0.145263157894737,46.9333333333333,0.11885245901639,1923.83290488432,341587046,0.428943037974684,0.945,0.0092,0,0.945,0.0092,0.358239130434783,0.532033333333333,0.0092,58.5316455696203,69167,10,0.0281,0.073,58.5696202531646,0.1374,0.8879,25
"131","31",0,0.0916,0,0,0,0.0487,0.1631,0,0.0445,0,0,"0","0","0","0","1",0.0045,5626,6637,210.8,35056,12445,0.8996,0.9391,0.9494,0.96,1,0.9231,1,0.8594,0.007,0.0455377443321,0.168461750898,0.100695222510593,0.081462974438,0.08,0.866666666667,0.114931482363424,0.0718237027245205,0.0299520537658571,0.728658829825833,0.0843342752448696,0.102263554769342,0.116067203493447,0.0468862349664348,0.133694167046056,0.109594675492444,0.105777682876778,0.0590409121584,0.778250280692537,0.49545289743,0.84700622360339,0.57869048222,0.3012820513,0.1121794872,0.756330841805634,102120.223994717,18139.987012987,196.130788910247,623.018867924528,34.3255813953488,11.1499996185302,44.3,196.130788910247,0.9391,29,1,143.478260869565,0,0.335272941176471,0,0.9673,0.9673,0.8831,0.8831,0.9577,24,0.948,0.0984311111111111,0.294733333333333,4,23236,10814350.3617021,10339970.5957447,1.02234227386441,0.71499367180161,86,0.361052631578947,0.145263157894737,46.9333333333333,0.13380281690141,1923.83290488432,1780970000,0.428943037974684,0.9496,0.0216,0.00231444444444444,0.9496,0.0216,0.358239130434783,0.532033333333333,0.0216,58.5316455696203,70228,8,0.0455,0.0955,58.5696202531646,0.0919,0.9505,6
"132","33",0,0.1027,0,0,0,0.0554,0.1088,0,0.0698,0,0,"0","0","0","0","1",0.0306,2648,2507,210.8,22874,11579,0.9525,0.8733,0.9228,0.9444,1,0.931,0.8889,0.9064,0.02,0.0455377443321,0.168461750898,0.100695222510593,0.081462974438,0.0729962283011695,0.861111111111,0.114931482363424,0.0718237027245205,0.0299520537658571,0.728658829825833,0.0843342752448696,0.102263554769342,0.116067203493447,0.0468862349664348,0.133694167046056,0.109594675492444,0.105777682876778,0.0590409121584,0.778250280692537,0.49545289743,0.84700622360339,0.57869048222,0.1842900302,0.1208459215,0.756330841805634,102120.223994717,18139.987012987,203.096082332627,623.018867924528,34.3255813953488,11.2100000381469,44.3,203.096082332627,0.8733,34,2,143.478260869565,0,0.335272941176471,0,0.9363,0.9363,0.8271,0.8271,1,47,0.8951,0.09,0.294733333333333,2,25452.5915492958,10814350.3617021,10339970.5957447,1.02234227386441,0.71499367180161,93,0.361052631578947,0.145263157894737,46.9333333333333,0.14666666666667,850,878323000,0.428943037974684,0.9444,0.0333,0,0.9444,0.0333,0.358239130434783,0.532033333333333,0.0333,58.5316455696203,78736,10,0.0647,0.0172,58.5696202531646,0.0761,0.9057,17
"133","41",0,0.7903,0,0,0,0.0952,0.1429,0,0.1369,0,0,"0","0","0","0","1",0.0191,13947.7052631579,14325.0757894737,253,15160,7922,0.7234,0.718,0.749,0.5143,1,0.6923,0.5,0.825,0.018,0.042704626335,0.168461750898,0.100695222510593,0.081462974438,0.130718954248,0.541176470588,0.108333333333,0.084375,0.03125,0.619718309859,0.108571428571,0.100558659218,0.094488188976,0.04126984127,0.135135135135,0.109594675492444,0.137404580153,0.0590409121584,0.7914572864,0.49545289743,0.8961303462,0.6333333333,0.219600726,0.1343012704,0.7386569873,102500.49603,13771,222.634949573794,504,30,11.3199996948242,44.3,222.634949573794,0.718,19,1,22,1,0,1,0.839,0.839,0.6245,0.6245,0.6232,81,0.7412,0.2143,0.1667,2,18196,10814350.3617021,10339970.5957447,1.02234227386441,0.63491683816894,313,0.361052631578947,0.145263157894737,43,0.15514333895447,1690,36816482,0,0.6709,0.0443,0,0.6709,0.0443,0,0.532033333333333,0.0443,66,60252,9,0.0303,0,66,0.773,0.7925,89
"134","21",0,0.6139,0,0,0,0,0,0,0,0,0,"0","0","0","0","0",0.0052,15767,17035,210.8,14411,5854,0.7595,0.7642,0.6813,1,0,0,0.75,0.7323,0.009,0.0455377443321,0.168461750898,0.100695222510593,0.081462974438,0.0729962283011695,0.636363636364,0.114931482363424,0.0718237027245205,0.0299520537658571,0.728658829825833,0.0843342752448696,0.102263554769342,0.116067203493447,0.0468862349664348,0.133694167046056,0.109594675492444,0.105777682876778,0.0590409121584,0.778250280692537,0.49545289743,0.84700622360339,0.57869048222,0.198757764,0.1677018634,0.6708074534,116018.49655,18139.987012987,286.244935166307,145,34.3255813953488,11.119999885559,44.3,286.244935166307,0.7642,5,0,63,0,0.335272941176471,0,0.8,0.8,0.7293,0.7293,0.6364,52,0.7143,0.2286,0.294733333333333,2,18082,389515,373156,1.04383957379755,0.71499367180161,97,0.361052631578947,0.145263157894737,17,0.21468926553672,750,142499639,0.428943037974684,0.6667,0.0714,0,0.6667,0.0714,0.358239130434783,0.532033333333333,0.0714,28,52165,7,0.0476,0,28,0.499,0.7534,67
"135","21",0,0.0908,0,0,0,0.0601,0,0.063,0,0,0,"0","0","0","0","0",0.01,13947.7052631579,14325.0757894737,210.8,31928,12560,1,0.9046,0.8973,0.8919,0.5,0.8958,1,0.9726,0.00958969072164949,0.0455377443321,0.168461750898,0.100695222510593,0.081462974438,0.0729962283011695,0.743818144454466,0.114931482363424,0.0718237027245205,0.0299520537658571,0.728658829825833,0.0843342752448696,0.102263554769342,0.116067203493447,0.0468862349664348,0.133694167046056,0.109594675492444,0.105777682876778,0.0590409121584,0.778250280692537,0.49545289743,0.84700622360339,0.57869048222,0.207436415886458,0.14590386805567,0.756330841805634,102120.223994717,18139.987012987,235.029388055148,623.018867924528,34.3255813953488,11.16257728498,44.3,235.029388055148,0.9046,79,2,143.478260869565,0,0.335272941176471,0,0.9752,0.9752,0.8839,0.8839,0.799002268041237,110.332644628099,0.8961,0.0984311111111111,0.294733333333333,4,25452.5915492958,10814350.3617021,10339970.5957447,1.02234227386441,0.71499367180161,166.287197231834,0.361052631578947,0.145263157894737,46.9333333333333,0.156148917608864,1923.83290488432,320079038,0.428943037974684,0.810063917525773,0.0561061855670103,0.00231444444444444,0.809728865979381,0.0564443298969072,0.358239130434783,0.532033333333333,0.0564443298969072,58.5316455696203,66251.0652173913,8,0,0.0112,58.5696202531646,0.1075,0.9122,6
"136","32",0,0.8028,0,0,0,0.0596,0.1348,0,0.1097,0,0.1567,"0","0","0","0","1",0.0692,14639,16342,210.8,17278,7910,0.7914,0.7316,0.75,0.6667,1,0.6,0.7143,0.7877,0.023,0.035087719298,0.168461750898,0.117283950617,0.081462974438,0.0729962283011695,0.724137931034,0.1,0.076124567474,0.0299520537658571,0.761194029851,0.0843342752448696,0.158227848101,0.1,0.0468862349664348,0.133694167046056,0.109594675492444,0.151162790698,0.0590409121584,0.8320610687,0.49545289743,0.8554913295,0.57869048222,0.1714285714,0.1553571429,0.8035714286,110623.62956,18139.987012987,285.778461938628,548,34.3255813953488,11.2799997329711,44.3,285.778461938628,0.7316,12,5,143.478260869565,0,0.335272941176471,0,0.8327,0.8327,0.6879,0.6879,0.6716,141,0.6854,0.1263,0.294733333333333,2,26245,10814350.3617021,10339970.5957447,1.02234227386441,0.58022291416438,179,0.361052631578947,0.145263157894737,69,0.15524193548387,3270,235039624,0,0.7063,0.0794,0.0357,0.7063,0.0794,1,0.532033333333333,0.0794,100,65354,9,0,0,101,0.7471,0.6782,98
"137","13",0,0.1183,0,0,0.0287,0.0684,0.1347,0,0.0839,0,0,"0","0","0","0","1",0.0172,4468,4465,210.8,32264,12844,0.9391,0.9218,0.9487,0.8983,1,1,0.9412,0.9149,0,0.0455377443321,0.168461750898,0.100695222510593,0.081462974438,0.0729962283011695,0.743818144454466,0.114931482363424,0.0718237027245205,0.0299520537658571,0.808823529412,0.0843342752448696,0.102263554769342,0.116067203493447,0.0468862349664348,0.133694167046056,0.109594675492444,0.105777682876778,0.0590409121584,0.778250280692537,0.49545289743,0.84700622360339,0.57869048222,0.3201133144,0.1444759207,0.756330841805634,81744.735294,18139.987012987,145.666867006854,340,34.3255813953488,11.2299995422363,44.3,145.666867006854,0.9218,65,5,143.478260869565,0,0.335272941176471,0,0.9652,0.9652,0.8584,0.8584,0.9286,54,0.9604,0.0488,0.294733333333333,2,51147,10814350.3617021,10339970.5957447,1.02234227386441,0.71499367180161,47,0.361052631578947,0.145263157894737,46.9333333333333,0.18623481781377,1800,2565147877,0.428943037974684,0.9552,0.0135,0,0.9552,0.0135,0.358239130434783,0.532033333333333,0.0135,58.5316455696203,79186,7,0.0458,0.0534,58.5696202531646,0.0726,0.9373,2
"138","12",0,0.3794,0,0,0,0.0805,0.0749,0,0.1469,0,0.0297,"0","0","0","0","1",0.024,14544,15499,210.8,21773,11598,0.8943,0.9182,0.9355,0.9655,1,0.8788,0.9474,0.8878,0.012,0.0455377443321,0.168461750898,0.100695222510593,0.081462974438,0.022271714922,0.867132867133,0.114931482363424,0.031602708804,0.0299520537658571,0.728658829825833,0.0843342752448696,0.102263554769342,0.116067203493447,0.0468862349664348,0.133694167046056,0.109594675492444,0.105777682876778,0.0590409121584,0.8697749196,0.49545289743,0.9295774648,0.57869048222,0.1480611046,0.1092831962,0.756330841805634,102120.223994717,18139.987012987,286.244935166307,623.018867924528,34.3255813953488,11.2600002288818,44.3,286.244935166307,0.9182,41,0,143.478260869565,0,0.335272941176471,0,0.9535,0.9535,0.8936,0.8936,0.8955,217,0.9362,0.0635,0.294733333333333,4,42932,10814350.3617021,10339970.5957447,1.02234227386441,0.71499367180161,275,0.361052631578947,0.145263157894737,43,0.17987152034261,900,760298642,0.428943037974684,0.8876,0.0683,0,0.8876,0.0683,0.358239130434783,0.532033333333333,0.0683,45,97437,10,0.0544,0.0714,45,0.3636,0.9196,35
"139","21",0,0.5247,0,0,0,0.0727,0.1491,0,0.0855,0,0,"0","0","0","0","1",0.0136,13957,13931,210.8,25056,10865,0.9177,0.837,0.81,0.8667,1,0.8571,1,0.8125,0.015,0.0455377443321,0.168461750898,0.100695222510593,0.081462974438,0.05604719764,0.745222929936,0.114931482363424,0.07476635514,0.0299520537658571,0.822784810127,0.0843342752448696,0.102263554769342,0.116067203493447,0.0468862349664348,0.094827586207,0.109594675492444,0.080568720379,0.0590409121584,0.7757009346,0.6593406593,0.8248772504,0.7432432432,0.2355848435,0.1614497529,0.8006589786,90079.681736,21413,242.79931500662,553,74,11.2100000381469,32,242.79931500662,0.837,65,0,125,0,0.5,0,0.9059,0.9059,0.7982,0.7982,0.9222,123,0.8297,0.0387,0.294733333333333,2,29334,10814350.3617021,10339970.5957447,1.02234227386441,1.06204124103018,191,0.361052631578947,0.145263157894737,44,0.20170454545455,2000,789036745,0.6667,0.8912,0.0311,0,0.8918,0.0309,0.1,0.532033333333333,0.0309,50,56381,9,0.0425,0.066,50,0.3976,0.8316,30
"140","13",0,0.3652,0,0,0,0.0565,0.1486,0,0.0817,0,0,"0","0","0","0","1",0.0266,9215,9430,210.8,29001,12062,0.8464,0.8971,0.8508,0.8,0.5,0.9583,0.9615,0.7709,0.011,0.0455377443321,0.168461750898,0.100695222510593,0.081462974438,0.044496487119,0.860465116279,0.114931482363424,0.029268292683,0.0299520537658571,0.888888888889,0.0843342752448696,0.102263554769342,0.116067203493447,0.0468862349664348,0.133694167046056,0.109594675492444,0.105777682876778,0.0590409121584,0.7820855615,0.5135135135,0.8124174373,0.6,0.2631578947,0.1412066752,0.7394094994,93724.38646,16747,186.059207858099,709,125,11.1499996185302,44.3,186.059207858099,0.8971,91,0,321,0,0.335272941176471,0,0.9285,0.9285,0.8385,0.8385,0.8519,179,0.8693,0.0611,0.294733333333333,2,23718,12455924,11952151,1.04214914955475,1.10802777259598,246,0.361052631578947,0.145263157894737,25,0.19770114942529,2058,1907178016,0,0.8846,0.0192,0,0.8846,0.0192,0.0833,0.532033333333333,0.0192,29,67192,7,0.0571,0.0127,29,0.2286,0.8928,17
"141","21",0,0.6896,0,0,0,0.0217,0.0884,0,0.1085,0.0837,0.2806,"0","0","0","1","1",0.0306,24637,22952,210.8,14511,9515,0.6314,0.8169,0.832,0.7436,1,0.9231,0.8333,0.8574,0.014,0.029469548134,0.168461750898,0.100695222510593,0.109022556391,0.042047531993,0.709273182957,0.06204379562,0.061475409836,0.0299520537658571,0.788990825688,0.049230769231,0.091216216216,0.12,0.0468862349664348,0.133694167046056,0.109594675492444,0.088495575221,0.0590409121584,0.8233082707,0.49545289743,0.8895859473,0.57869048222,0.1201201201,0.1171171171,0.8348348348,126101.43469,18139.987012987,265.041606635469,980,11,11.2600002288818,44.3,265.041606635469,0.8169,12,1,76,0,0,0,0.8915,0.8915,0.7758,0.7758,0.7986,263,0.8058,0.1358,0.294733333333333,2,20020,10814350.3617021,10339970.5957447,1.02234227386441,0.41748151494878,331,0.42,0.14,103,0.15881809787627,1345,218832717,0.428943037974684,0.7668,0.0593,0,0.7668,0.0593,0.358239130434783,0.532033333333333,0.0593,138,66251.0652173913,11,0.0287,0.0805,139,0.7344,0.8145,98
"142","21",0,0.2041,0,0,0,0.0459,0.1378,0,0.083,0,0,"0","0","0","0","1",0.0049,9674,9044,210.8,32655,12485,0.7962,0.9112,0.9269,0.8788,1,0.8889,0.8,0.9265,0.006,0.0455377443321,0.168461750898,0.100695222510593,0.081462974438,0.0729962283011695,0.87074829932,0.114931482363424,0.0718237027245205,0.0299520537658571,0.728658829825833,0.0843342752448696,0.102263554769342,0.116067203493447,0.0468862349664348,0.133694167046056,0.109594675492444,0.105777682876778,0.0590409121584,0.778250280692537,0.49545289743,0.84700622360339,0.57869048222,0.2690839695,0.1660305344,0.756330841805634,89384.678715,6297,106.016642654187,498,18,11.2299995422363,44.3,106.016642654187,0.9112,151,1,143.478260869565,0,0.335272941176471,0,0.9586,0.9586,0.8301,0.8301,0.9505,51,0.9339,0.0417,0.294733333333333,2,35000,10814350.3617021,10339970.5957447,1.02234227386441,0.71499367180161,81,0.361052631578947,0.145263157894737,46.9333333333333,0.14148681055156,1000,2285397000,1,0.9163,0.014,0,0.9163,0.014,0,0.532033333333333,0.014,58.5316455696203,83998,7,0.0304,0.0182,58.5696202531646,0.1357,0.9407,5
